created,tweet_text
Tue Nov 08 08:06:48 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:06:45 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 08:06:41 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 08:06:01 +0000 2022,"RT @hheeehheeee: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.

김태진 좌익수…"
Tue Nov 08 08:05:42 +0000 2022,"RT @mond_held: 태진이가 달려 내려와 뜬공 처리하고 지영이가 기뻐하며 서로 바라보고 웃던 때도 좋았다. 경기 외적인 것들로 너무나 황망하게 됐지만 히어로즈 친구들의 노력이 결코 물거품이 됐다고 생각하지 않는다.
김태진 이지영
KS 5차전…"
Tue Nov 08 08:05:41 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:04:45 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:04:20 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:04:03 +0000 2022,RT @clou6ay: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 08:03:19 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:03:05 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 08:02:37 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:02:08 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:02:08 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 08:02:03 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:01:41 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:01:29 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:52 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:42 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:40 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:35 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:18 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 08:00:02 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:59:58 +0000 2022,"RT @jinjian__: 오늘 라인업 벌써 떴습니다!
이정후 포수
이지영 3루
송성문 지명
김재웅 유격
김재현 1루
요키시 중견
김준완 2루
신준우 좌익
김웅빈 우익

선발투수 푸이그
푸이그가 완봉 예정이라 불펜 대기 없답니다"
Tue Nov 08 07:59:53 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:59:35 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:59:32 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:59:19 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:59:17 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:59:15 +0000 2022,@gini0723 이지영 말고 포수 없는 팀이나 다름 없어서..
Tue Nov 08 07:59:12 +0000 2022,"RT @mond_held: 내가 내가 내가 내가아악!!!
김태진 이지영
KS 5차전
키움 히어로즈
2022.11.7 문학
https://t.co/E3OklQu1Ti https://t.co/7Tf8xjkch2"
Tue Nov 08 07:58:58 +0000 2022,"RT @mond_held: 태진이가 달려 내려와 뜬공 처리하고 지영이가 기뻐하며 서로 바라보고 웃던 때도 좋았다. 경기 외적인 것들로 너무나 황망하게 됐지만 히어로즈 친구들의 노력이 결코 물거품이 됐다고 생각하지 않는다.
김태진 이지영
KS 5차전…"
Tue Nov 08 07:58:37 +0000 2022,"RT @jinjian__: 오늘 라인업 벌써 떴습니다!
이정후 포수
이지영 3루
송성문 지명
김재웅 유격
김재현 1루
요키시 중견
김준완 2루
신준우 좌익
김웅빈 우익

선발투수 푸이그
푸이그가 완봉 예정이라 불펜 대기 없답니다"
Tue Nov 08 07:58:33 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:58:29 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:58:17 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:58:10 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:58:10 +0000 2022,이지영 또 선발포수출전임????
Tue Nov 08 07:58:01 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:58:00 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:59 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:57:51 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:33 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:28 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:28 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:13 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:57:05 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:59 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:54 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:43 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:41 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:37 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:36 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:22 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:56:12 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:56:04 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:55:46 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:55:42 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:55:40 +0000 2022,RT @clou6ay: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:55:24 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:55:12 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:54:58 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:54:51 +0000 2022,"한국시리즈 6차전 키움 라인업 
임지열 지명
전병우 1루
이정후 중견
푸이그 우익
김태진 좌익
이지영 포수
송성문 3루
김휘집 유격
김혜성 2루
애플러 투수"
Tue Nov 08 07:54:47 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:54:38 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:54:26 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:54:26 +0000 2022,"RT @jhpae117: 8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:53:59 +0000 2022,"8일 인천 한국시리즈 6차전 키움 히어로즈 선발 라인업

임지열 지
전병우 1
이정후 중
푸이그 우 
김태진 좌
이지영 포
송성문 3
김휘집 유
김혜성 2

선발투수 애플러입니다. 김시앙 윤정현이 미출전입니다."
Tue Nov 08 07:53:53 +0000 2022,"RT @PB_0330: 221107 한국시리즈 5차전

우리 어린이 유격수 웃겨주는 이지영 포수😎

#박성한 #SSGLANDERS #SSG랜더스 https://t.co/19qqY1jsmQ"
Tue Nov 08 07:52:52 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:52:31 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:51:29 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:50:53 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:50:29 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:49:37 +0000 2022,@kbodigest https://t.co/oYmNP4CZyY 벼랑끝의 키움이 파격라인업을들고나옵니다 김준완을빼고 1번에임지열을기용해서 임지열 전병우 테이블세터진을형성합니다 그리고유격수는 김휘집이나오네요 임… https://t.co/LX3DXMpYW1
Tue Nov 08 07:49:31 +0000 2022,RT @zldwjdhoo51: 키움은 8일 18시30분부터 SSG와 2022 신한은행 SOL KBO리그 한국시리즈 6차전을 치른다. 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(1루수)-이지영(포수)-송성문(3루수…
Tue Nov 08 07:49:15 +0000 2022,"RT @mond_held: 태진이가 달려 내려와 뜬공 처리하고 지영이가 기뻐하며 서로 바라보고 웃던 때도 좋았다. 경기 외적인 것들로 너무나 황망하게 됐지만 히어로즈 친구들의 노력이 결코 물거품이 됐다고 생각하지 않는다.
김태진 이지영
KS 5차전…"
Tue Nov 08 07:48:53 +0000 2022,RT @clou6ay: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:48:19 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:48:17 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:48:08 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:47:33 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:47:11 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:46:29 +0000 2022,RT @zldwjdhoo51: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:46:27 +0000 2022,RT @clou6ay: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:46:09 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:45:57 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:45:09 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:45:08 +0000 2022,RT @Peria1024: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:44:58 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
Tue Nov 08 07:44:39 +0000 2022,RT @olymfuck: 키움은 임지열(지명타자)-전병우(1루수)-이정후(중견수)-야시엘 푸이그(우익수)-김태진(좌익수)-이지영(포수)-송성문(3루수)-김휘집(유격수)-김혜성(2루수) 순으로 짰다. 선발 투수는 타일러 애플러다.
